hike_id,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9
hike_44,0.0,0.031083881011957384,0.0,0.0,0.0,0.061638800527445296,0.0,0.03159284861403664,0.0,0.010596873922734767
hike_45,0.04811543751085374,0.0,0.03743648861892512,0.0,0.0,0.0005292358914080846,0.0,0.019513216849269762,0.006482293403796506,0.046320885972655455
hike_46,0.05480638228795202,0.02162113246797111,0.0,0.0817860409247761,0.0,0.07532141460156158,0.0,0.0,0.0,0.0
hike_47,0.040994939158739675,0.00671259960259508,0.0,0.0015692776957305725,0.0583914722674786,0.061105272661041404,0.0,0.0015761059728238004,0.0,0.0
hike_37,0.0,0.017861962512124217,0.0,0.0,0.0,0.06205732477967289,0.0,0.00021200704460166078,0.033555004186872926,0.06306188242875796
hike_38,0.001424417676673943,0.06370747197555185,0.021368700426542018,0.0010301761523917332,0.0026435731523808898,0.022126841931090067,0.0,0.005769771960366281,0.0,0.014260212577773483
hike_1004,0.005299134266571205,0.03216979240497544,0.09214222672536058,0.0,0.0002392298286033957,0.0,0.0,0.01929641161170666,0.008172343164765113,0.0041684573900305335
hike_1096,0.038934410776204034,0.0052174370615526485,0.0,5.173537924596091e-06,0.0,0.03890222551950745,0.0,0.016917418645956882,0.0,0.005480700991037984
hike_52,0.05436450855478083,0.016440059598962383,0.0,0.0,0.0,0.08379236895992173,0.0,0.0,0.0,0.07345895233902508
hike_55,0.041984512224913964,0.0,0.07119598526374986,0.0023766636286479967,0.0,0.0,0.0,0.0,0.0,0.015711564033076508
hike_56,0.040715445232187446,0.019410566356254762,0.0047514222836941115,0.0032697374778498482,0.0014913633199529746,0.07838189497523329,3.592660071310297e-05,0.0023891608469491787,0.0,0.010171309114600536
hike_57,0.04626742140233093,0.0130710904682156,0.0,0.0,0.0,0.07639018745666895,0.08247658775876683,0.0,0.0,0.0
hike_58,0.0,0.066514988906976,0.0,0.0,0.0,0.05950920929388493,0.0,0.027875776200724962,0.0,0.004776720914688012
hike_71,0.005109686812113278,0.06766581757343135,0.003881613369366005,0.0,0.0,0.0,0.0,0.0,0.0,0.0671144263725936
hike_49,0.043317533602847416,0.022425531409343814,0.0047869887191285465,0.0006502472603646355,0.0,0.08447048252821866,0.0,0.0004291573127181096,0.0,0.015166994542084164
hike_50,2.351625273143992e-05,0.016090619118000152,0.06170059244024719,0.0,0.0,0.0,0.0,0.02769739544760843,0.029160586958225588,0.008882400581639601
hike_54,0.0020376483899797295,0.05058465848603621,0.04814424005442865,0.0,0.0,0.0,0.0,0.03163846434539664,0.0011418117820068741,0.008171270373893608
hike_1005,0.035074397090821594,0.0,0.05967891731725256,0.06876215988716967,0.0,0.0,0.0004995865728405007,0.02623075973712032,0.0,0.0
hike_62,0.03398966877123785,0.0,0.0017692646055002036,0.0,0.0,0.07362678645154244,0.08059244834106685,0.01517406846494332,0.0,0.0
hike_63,0.000650864208747571,0.03673237563657825,0.03491093754149286,0.0,0.0016954407362830045,0.0059380975265249936,0.06802458877085825,0.0,0.007333852148701467,0.0
hike_65,0.046648189638204406,0.0,0.06691101079684092,0.0,0.0,0.0,0.0,0.0,0.0,0.06562036829929432
hike_66,0.0,0.024655381191903365,0.04833784567573589,0.05723747477603693,0.0,0.0,0.0,0.005827292586786941,0.04129200090429681,0.0
hike_67,0.0004161545945518969,0.055612837026124025,0.0,0.0,0.0,0.048872745784774456,0.06437942160432673,0.0,0.010453893997673512,0.03248060879897686
hike_68,0.0,0.07736262835354092,0.00464311710330458,0.0031036523827828602,0.0018376976116688264,0.05558641662097325,0.0,0.002641984246809643,0.013418386151243874,0.008293685222142888
hike_69,0.0,0.04364024083399067,0.0,0.0013758158682135213,0.0031555784775862184,0.060820518869110655,0.00011451791374412414,0.04015248571556447,0.0,0.0010044213133900911
hike_70,0.0,0.010083028698317155,0.0,0.0,0.0,0.05297559055203144,0.0,0.021723607443185772,0.0,0.058925038468992594
hike_60,0.037187600097258376,0.005131875614937856,0.0,0.0,0.0,0.053300266272898314,0.0,0.0,0.0,0.03799477398674147
hike_61,0.0012074756546373519,0.06314927103957405,0.03924509682285277,0.0,0.0,0.0,0.0,0.0,0.010560187747271953,0.06455758142043448
hike_1006,0.004666287318927709,0.019828708835601564,0.024768197112604876,0.0,0.0,0.0029873557345426204,0.0,0.04656219637588983,0.00520868372103012,0.0
hike_1511,0.04821967423501714,0.0,0.02070565970310058,0.0,0.0,0.002362372169764789,0.10838896526213893,0.0283087011611546,0.0,0.0
hike_77,0.05276117120327155,0.013768290443860414,0.03987750066283377,0.0008900680239218677,0.004617657769783509,0.0029057089023273638,0.0,0.0,0.011465266994628633,0.012350312358145566
hike_78,0.0,0.04724794388699374,0.0028778581211901457,0.002588917286528536,0.0013564557118731762,0.06785156670595846,0.0,0.0005548633590992166,0.062395784090204034,0.014114130999718708
hike_79,0.043930430850493245,0.024809295404970285,0.014481305433150845,0.001377877551581636,7.192857575918629e-05,0.011125163766712937,0.0,0.001097712199757402,0.0,0.012186058526499581
hike_80,0.00027071772206007435,0.055644185703853766,0.040116823913165664,0.0,0.0,0.0,0.0,0.0,0.00015372302176066825,0.06323215287613244
hike_81,0.04038001020183768,0.0,0.0,0.0,0.0,0.0814330128579434,0.0,0.01875309131157551,0.0,0.07354153807711146
hike_82,0.0,0.00469964543673211,0.0,0.0,0.0,0.05223489357675032,0.0,0.030949864962916844,0.06482476775590107,0.06757353739406646
hike_83,0.0,0.030144994394698747,0.013100979827876256,0.0,0.0007180339180844117,0.01714120991899703,0.0,0.03142314790003663,0.004583755095201116,0.08988125574034204
hike_84,0.0,0.07594807065294497,0.043084134398780595,0.0,0.0,0.0,0.0,0.028544154075116953,0.0,0.005340132175761058
hike_73,0.0,0.019735629532803528,0.014949021728239456,0.000797337020408551,0.002361523963755625,0.00817846849928721,0.000519251000443189,0.03975266315483656,0.0,0.015730114437328673
hike_76,0.0035405602897912425,0.02764163617288035,0.0,0.0,0.0,0.016938096607718053,0.0,0.0,0.013966620208815388,0.04926502586828276
hike_1007,0.0011881935731250027,0.020632272195684823,0.031487563537722474,0.0,0.0,0.0,0.0,0.038920537527035295,0.02892345803906135,0.0
hike_1097,0.0027617618567263654,0.03901736885975913,0.04074898648011104,0.0,0.0,0.003098544297262447,0.0,0.036662135052704575,0.0013493818247209063,0.0
hike_93,0.04471945736818645,0.018475054852208087,0.07657006454396888,0.002276207259010038,0.0,0.0,0.0,0.0,0.0,0.010742104884648558
hike_95,0.028565638267013523,0.0,0.0,0.05184979925828159,0.0,0.054863319264517776,0.0,0.0,0.0,0.03545702074682085
hike_96,8.889306188489637e-05,0.06476594911089815,0.004090285700932657,0.0,0.0,0.011532327565685084,0.0,0.0,0.0070955668092073316,0.04069656355681843
hike_587,0.0,0.045428740058370144,0.0,0.0,0.0,0.0458777323559543,0.0,0.0,0.00508215096027406,0.07512352120115581
hike_685,0.0,0.05635110964388578,0.0,0.0,0.0,0.02042060459322987,0.0,0.012035381495762833,0.0004933501654866324,0.08464053384834594
hike_995,0.00703533438816731,0.06966229156549916,0.0,0.0,0.06007085709781134,0.0,0.0,0.0,0.002142386977646543,0.045227664605771434
hike_91,0.004955799624084585,0.0325392977572679,0.0,0.00041139982424302676,0.0,0.0444145993672397,0.07478072434364787,0.0038489536891655285,0.00489693101769231,0.0
hike_94,0.0008481305306726769,0.07542096073826714,0.008460479668499662,0.005116103787145259,0.004609597135358614,0.0,0.0014322131020401724,0.0072286034350055595,0.0019207060079307807,0.006623428580385239
hike_90,0.039835133335409376,0.0,0.04936370647811035,0.0,0.0,0.0,0.0,0.0,0.00028314793357665677,0.05519002016159888
hike_92,0.0,0.07195201165429277,0.04501691436500969,0.0,0.0,0.0,0.0,0.0,0.0012040745743127283,0.0685411543746824
hike_1008,0.03422381786022429,0.0,0.054816221184385165,0.0,0.0,0.0,0.0,0.058636372686420295,0.0,0.004245627988112171
hike_2456,0.005059475107337407,0.06848526651220163,0.0,0.0,0.0015011864316969983,0.0,0.0,0.0,0.0,0.08444501141887055
hike_101,0.038610798470030995,0.009778939722948998,0.012209777541931208,0.0014525953307150533,0.000262084858984877,0.0733478964876908,0.0,0.0,0.0,0.01062016181179035
hike_102,0.0,0.019869244817737882,0.04974627117153813,0.0,0.0,0.0030546657679107942,0.0,0.03314694535028986,0.05206751670424336,0.0017327238892169319
hike_103,0.0005261298035884707,0.017925615359503773,0.039568435363876775,0.0,0.0,0.0,0.0,0.0,0.03417123008597465,0.05864265195980524
hike_104,0.04634725026265483,0.0061820328116468795,0.022767381142929408,0.0,0.04941634268610425,0.0,0.0,0.0,0.0,0.036675418277660625
hike_105,0.0020811334410811653,0.09191110993767135,0.0,0.0006989304952372217,0.0,0.04801957901846176,0.0,0.0,0.0,0.00838190483604864
hike_107,0.0495561282690949,0.0005947509987306536,0.041131090676656504,0.0,0.0,0.0,0.0,0.0,0.0,0.06458178246182529
hike_108,0.03838257921989677,0.014976708866180122,0.005023656779448971,0.003261133589197606,0.0008404174502990182,0.07558181010960573,0.0004522360359905062,0.006670667221345653,0.0,0.010446608187628381
hike_330,0.04412332454550518,0.03702064431497008,0.009389693037588919,0.003588409793003359,0.0031319839640193796,0.006232634847036647,0.004410204115221889,0.0,0.0,0.020726434633122678
hike_798,0.008960023214341712,0.029057532652277274,0.0,0.0,0.0,0.026665065310245126,0.0,0.0,0.004615931639608642,0.0736066113755401
hike_100,0.006535497179229965,0.02854294766903817,0.015256307589336226,0.0,0.0,0.0,0.0,0.0,0.05150834259293788,0.06526274447726582
hike_1009,0.0,0.0349869101881176,0.05338575639619435,0.0014003503200701222,0.0,0.006079984283330048,0.0,0.01646744101870709,0.020386044519779684,0.004089101503511802
hike_112,0.055115185594168094,0.033791014941262944,0.002564517675574451,0.00552508243827319,0.0027273222204270966,0.07630082298995029,0.0,0.0023201991093478153,0.0,0.0100118073348158
hike_113,0.0,0.02693303593120523,0.0,0.057739591664812524,0.0,0.01389580052992233,0.0,0.0,0.06875808611676579,0.040615519762848565
hike_115,0.03551242483526121,0.0,0.0,0.06797703567807123,0.0,0.06792329519060608,0.0,0.011561458475898902,0.0,0.046394424417775554
hike_116,0.037121075254192795,0.03002867433997458,0.014838529213662835,0.0019898723146962575,0.0012612243978420616,0.000166695429356333,0.0029829649159253853,0.0,0.0,0.019934087656208157
hike_117,0.058211030961412655,0.01793352200433277,0.0055710357625886695,0.0031479775257391737,0.0016363604008812391,0.08734324054950239,0.0,0.0,0.0,0.015985647381177158
hike_118,0.044653819307214355,0.010923706888189055,0.03709965595523982,0.0,0.0,0.0,0.0,0.0,0.0,0.05582214900470654
hike_119,0.0,0.03446200574614832,0.012045142410015966,0.0,0.0,0.05109133987092459,0.0,0.0027871037105483124,0.0,0.00821318594398644
hike_120,0.033864758621966876,0.001432397673678218,0.0004974036604706772,0.05373369628558218,0.0037353122857790204,0.00970062792996438,0.0023282383658199037,0.010209108230161008,0.0,0.0024977074464419932
hike_110,0.0033361412067033575,0.003621679542017242,0.032393811083740155,0.0,0.0,0.0,0.0,0.01147072656963994,0.015017706152727114,0.058813376862629815
hike_111,0.0038068403354778505,0.01156061922857692,0.042495098061527264,0.0,0.0035311113014612583,0.013495842441353465,0.0,0.03433028524673751,0.05490843330256992,0.0
hike_1010,0.006355868430735403,0.027208636107550487,0.05226724937322898,0.0,0.0,0.00040817485638330707,0.0,0.036049525773182836,0.002242699975654919,0.0
hike_1204,0.0,0.019080200869830047,0.03179882552949546,0.0,0.0,0.0,0.0,0.03954443434233206,0.035915720862882035,0.07422215607388156
hike_126,0.04913898518273644,0.0,0.0351671525770667,0.0755844742437005,0.0,0.0,0.0,0.010981056003599351,0.002913011497657457,0.058128880124032195
hike_127,0.0,0.06851217835840424,0.012308451026421249,0.0004201778840726239,0.0,0.07114310159739311,0.0,0.0006913368802844296,0.0230525495172989,0.01285395890932547
hike_128,0.05290883177623435,0.0,0.0,0.0,0.0,0.0399686329951761,0.0,0.022899957716571964,0.0,0.08092535142814275
hike_130,0.0,0.017740914506495297,0.05433349992517379,0.0012157354313742238,0.00446327131669934,0.0006999808745742044,0.001570076675730857,0.042208023753237296,0.0,0.012169122042337511
hike_131,0.027168976823026096,0.0,0.0,0.0,0.0,0.053145199460639427,0.0,0.0,0.0,0.04633263831053497
hike_132,0.0,0.04270527699282694,0.017968847875520475,0.0021416183228584215,0.06215527619118217,0.01790373694748435,0.002146567667676924,0.007078617409772501,0.0,0.002627192775403816
hike_133,0.0008746889069235724,0.019372924357501195,0.010653920930979905,0.0005406290402830466,0.0019274662437157451,0.009525433617003214,0.08305721011024104,0.021475763690365527,0.014324096496786414,0.0
hike_122,0.000671371835737528,0.06288597167229111,0.0,0.0,0.0,0.002003234491210312,0.060331399122565084,0.0,0.0,0.021593368937683016
hike_123,0.0016123999573119695,0.05820537946386474,0.009997674204341504,0.05561768449758346,0.006458943651902944,0.016071687194432634,0.0015246742266047735,0.0,0.0,0.0
hike_129,0.03748222630233732,0.0,0.021022038518910893,0.05455601628387938,0.0,0.0,0.0,0.0,0.002821305131519067,0.03977440386005212
hike_1011,0.03379354684000509,0.0,0.033959632773665725,0.0,0.0,0.0,0.0,0.03872394527020287,0.0,0.0017661509074712032
hike_137,0.00025258727412314755,0.017896564627735468,0.0,0.0016021735840766166,0.003564359459719279,0.05884757321847187,0.000550683153814773,0.06004477702898112,0.0015679858144245532,0.0037407269241928756
hike_138,0.04274039573850918,0.018520628937689076,0.01684985352203163,0.0001462680908929014,0.004810055968236354,0.018513566960144046,0.007989565968037309,0.008953614764227786,0.0,0.0
hike_139,0.008748067206540162,0.04826608546495364,0.008698552908049322,0.0020392360521138482,0.06279649102175329,0.01060061462354285,0.00029479199566868734,0.006990264557820119,0.0,8.86789014704975e-06
hike_140,0.03774358127340092,0.00043089330855577583,0.0,0.0,0.0,0.060575321127113224,0.0,0.0,0.0,0.05367073895509485
hike_141,0.05236754995698784,0.01842198630183418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06917562502244586
hike_143,0.002604693354048046,0.0540862695886345,0.03132141724268965,0.0,0.0,0.0,0.0,0.033325778044417664,0.002339396809465187,0.0086225922402516
hike_144,0.006566983883343848,0.03417399981949583,0.0,0.0,0.0,0.0,0.0,0.0,0.039927892326551466,0.0603565597705388
hike_145,0.06199428429291223,0.015992695122427524,0.0,0.0,0.0,0.07014251888352559,0.0,0.0,0.0,0.07577415359935959
hike_799,0.001149477276821802,0.03423838123679739,0.0,0.0,0.0,0.0,0.07867780773573042,0.0,0.0,0.043152175570484695
hike_136,0.0,0.0352001926948282,0.008031075081158027,0.0,0.0011564840854692805,0.012788953410676124,0.0,0.01912560333803689,0.0,0.055409303932868796
hike_1012,0.0349371670651946,0.0,0.0,0.07213850544887009,0.0,0.06325688942717372,0.0006506736543275198,0.030736958869096106,0.0,0.0
hike_1341,0.011350142927248253,0.018317485550544268,0.038897448549129736,0.0,0.0,0.0,0.0,0.023314630809056654,0.012668730659821421,0.061128658720914164
hike_149,0.052671759441905636,0.0,0.038602964516890964,0.07277706616983941,0.0,0.0,0.0,0.0,0.0015428843832228007,0.04670833564996645
hike_150,0.0444857998517866,0.02268804323873375,0.0,0.0019302491228415217,0.0007820721793057429,0.06727917382852963,0.0,0.0,0.0,0.01069205593081886
hike_151,0.04203312527329999,0.010131893385706877,0.0,0.0,0.059269105661069736,0.003982389061240661,0.0,0.0,0.0,0.043280348523930826
hike_153,0.001917792852253526,0.02211618017715916,0.030119707513028254,0.0,0.0,0.0,0.0,0.03378864975864761,0.010191624188896128,0.005449519170922153
hike_154,0.0,0.009232150892747005,0.0,0.0,0.0,0.0,0.08574390703448445,0.017998202967825012,0.012579368947375517,0.04945915247002541
hike_155,0.010194726946019127,0.05092389430610659,0.0,0.0,0.0,0.05170390456371122,0.0,0.038646736335883565,0.0,0.008707760137551852
hike_156,0.009867091088076855,0.0459814119980183,0.04598633305337886,0.0,0.0017005400093347389,0.0,0.0,0.00853368447963671,0.0,0.009541067661849222
hike_157,0.04841474554944077,0.016392644461255643,0.03653222137483703,0.0,0.0,0.0,0.0,0.0,0.0,0.05359380358213503
hike_158,0.0,0.028963482373602977,0.0,0.003449710997983966,0.0031273637607275207,0.07477761680104862,0.005530498977795056,0.03616839826480487,0.0,0.025678910849946047
hike_148,0.0,0.031189893162706095,0.008338629068662019,0.0007376327661779313,0.0003211024274223483,0.007025549667999913,0.07812600358561417,0.018600853590699434,0.0,0.0029209447992667188
hike_1013,0.0027848389223589483,0.045556717231948415,0.04346961577475452,0.0,0.0,0.006044051567385831,0.0,0.037042081824594356,0.02490399568385603,0.0
hike_1404,0.003955289467388871,0.017630534117932823,0.0,0.0,0.0,0.04259356706957423,0.00036294376394777273,0.03425989730042189,0.0075547802651380015,0.043185105837383546
hike_163,0.04559077549123499,0.004780076511988872,0.05618141397258987,0.07057196382904844,0.0,0.0,0.0,0.0,0.0,0.0
hike_164,0.006545620457921286,0.0638057932837716,0.0,0.0,0.0,0.025491512330585844,0.07777609930292734,0.0015398472980048818,0.0,0.0
hike_165,0.008546373468237915,0.022012545549703326,0.02627816780641317,0.0696212875253824,0.004882114036318904,0.004963958328596039,4.3410680404334836e-05,0.0,0.05487591269294135,0.0
hike_166,0.0034539057618087126,0.027567911908324912,0.04059845323410783,0.0,0.0,0.0,0.0,0.0,0.07825167723670863,0.07673014555836272
hike_167,0.007925301762798185,0.05987168784401428,0.0,0.0,0.05927763969062741,0.0023781480398295043,0.0,0.00793665309281514,0.0,0.045575659449649204
hike_168,0.0,0.0867029022626349,0.01655708301939377,0.0005056602159137651,0.0,0.004394539114949497,0.0,0.001132852845731353,0.0,0.0068927613020546025
hike_169,0.06205099829883718,0.03164361821702875,0.07148231974730099,0.0,0.0,0.0,0.0,0.0,0.0,0.021819707595986317
hike_171,0.0016858803669786682,0.050966625030803965,0.0,0.0,0.0,0.056551262306891205,0.0,0.0,0.0,0.059309653653729824
hike_160,0.001414545230310262,0.006329442606348216,0.0,0.0,0.051852504000918016,0.04026215966328709,0.0,0.013511631959414301,0.00938997558413491,0.05440875892785593
hike_161,0.0002749912459789756,0.05503515973608158,0.00021479594987011582,0.0006150458406068359,0.0,0.04340263702274662,0.0,0.003747610617120603,0.0,0.010405764158230572
hike_1014,0.0,0.007990163261011587,0.04386095284932698,0.0,0.0,0.0,0.0,0.0715886991504089,0.01170435434200525,0.0015708283994902528
hike_175,0.0436815996182543,0.00020436620167947432,0.0,0.06571517045515884,0.0,0.06735278905308162,0.0,0.0,0.0,0.044184877358618625
hike_176,0.0,0.02910425439860576,0.007033076866623494,0.001682695111098673,0.0,0.04940168434190075,0.0,0.0031969743501856847,0.02454564178593939,0.008234596908268601
hike_177,0.036878793803450355,0.0,0.0,0.0,0.0,0.055087100381507305,0.0,0.0,0.0,0.04167618135597698
hike_179,0.004016528306445533,0.022835736308912512,0.0076854225722705425,0.0,0.0,0.01105327846339549,0.0,0.0,0.0319572699439313,0.06264640477717749
hike_180,0.039868469482812995,0.0,0.0,0.0,0.05582509919255774,0.025561678090358374,0.0,0.017920888648787263,0.0,0.04114262543833179
hike_181,0.047858800066900596,0.002132956150469326,0.0,0.0,0.0,0.04794494520697363,0.0,0.0027050701031678098,0.0,0.061562907118742426
hike_182,0.0,0.009885613123374954,0.0,0.0,0.014025054157341711,0.05613973146202037,0.0,0.050975214856902526,0.00864243683240246,0.06093190537903348
hike_183,0.00245626184420819,0.001798043932937979,0.01553623660439997,0.05463146912793263,0.0,0.0,0.0,0.02175885923701484,0.01840419130051568,0.03461670524508466
hike_184,0.0057727448054050185,0.04049498219418567,0.012743831602158423,0.0,0.0,0.0,0.0,0.006639874053814387,0.03963699072026654,0.0634152242333171
hike_800,0.000964472452714773,0.05583428514572103,0.0,0.0,0.0,0.0,0.0,0.0,0.005704046634239868,0.05143165379360224
hike_174,0.006050835874966053,0.07281147204536612,0.001664793426757581,0.0,0.0,0.005483777438836473,0.0,0.0,0.023997554701177766,0.058088733612866504
hike_1015,0.03854767864545024,0.0,0.07874706458926599,0.0021096644565398188,0.0006111869755197696,0.0,0.00038393534018136367,0.03181482088436291,0.0,0.007381225147691379
hike_188,0.0034089587746929588,0.06976975480513821,0.03357851964960863,0.06103076829582315,0.0010835673274997664,0.0,0.0,0.0,0.01048484359623506,0.003956442694459138
hike_189,0.0,0.06384122518784693,0.00590379938375601,0.0007005688061848401,0.0,0.00856058009965823,0.07096998297992657,0.0,0.0,0.00026923534068253567
hike_190,0.004807359900349267,0.059680783362602456,0.029434851856050624,0.0,0.0014377975077178597,0.0,0.0,0.0,0.01562750023826665,0.01356390960214973
hike_191,0.051621256264446594,0.03575166355096973,0.005180693569276311,0.001294373463597737,0.0,0.07095039157659533,0.0,0.0,0.0,0.011716899045681304
hike_192,0.0553154869272452,0.0,0.04220077872715406,0.0,0.0,0.0,0.0,0.0,0.0,0.06814717478863085
hike_194,0.0,0.028334335368325275,0.0,0.0,0.0,0.05106525126675764,0.0,0.014262679436924849,0.023230126857627077,0.07676169610076125
hike_195,0.0,0.07152936766558353,0.020188613996586533,0.0009725219739033793,9.90445702140281e-05,0.00550587546086652,0.0,0.0,0.0,0.008549133068563964
hike_196,0.05120949322566348,0.016994793924028553,0.009428126973331109,0.004913495233265988,0.0026388351840262512,0.07469393254193188,0.0,0.006945495216527549,0.0,0.01505205229909655
hike_186,0.0,0.08240392061702216,0.0,0.0,0.0,0.053412638766729845,0.0799601875013811,0.0,0.0,0.0
hike_187,0.0,0.027559169107156768,0.004223663417410318,0.0025400160828823403,0.0017085446039239944,0.06350962281942003,0.0009603064784726217,0.03531999382876362,0.03694354697946544,0.013897605340319263
hike_1016,0.00878975530124782,0.04947949940004315,0.06522132165562092,0.0,7.825568674425953e-06,0.0,0.0,0.019688534547717393,0.0020537699595232634,0.002902644887809499
hike_1098,0.053889829081337805,0.0013621386542287818,0.05788225130419773,0.08941095053302646,0.005458219601471996,0.0,0.001278532582462707,0.006198996155972872,0.0,0.0
